Car Name,Location,Company Name,Make,Model,Color,Price,Manufacture Year,Link
Mercedes-Benz GLK-Class 350 4MATIC 2014 Black,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLK-Class,,"₦ 22,500,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2014-black-38q6pl6Z5NPHuXljDo3PfqUd.html?page=12&pos=12&cur_pos=12&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=262
Mercedes-Benz GLK-Class 350 4MATIC 2011 Blue,"Lagos, Apapa",Kelechi Automobile Nig. Ltd.,Mercedes-Benz,GLK-Class,,"₦ 18,500,000",2011,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2011-blue-rbfuQrCTcnbwZug0dnIWfkwl.html?page=12&pos=13&cur_pos=13&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=263
Mercedes-Benz GLK-Class 350 4MATIC 2011 White,"Lagos, Apapa",CHIMA MOTORS,Mercedes-Benz,GLK-Class,,"₦ 18,000,000",2011,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2011-white-br8EdpUuFt6vJpURGXuAvD4w.html?page=12&pos=14&cur_pos=14&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=264
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,"Lagos, Apapa",S-A SUPERBMAX AUTOS,Mercedes-Benz,GLK-Class,,"₦ 18,500,000",2011,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2011-black-mOU3biYyU21pgJ0pvueA22lQ.html?page=12&pos=15&cur_pos=15&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=265
Mercedes-Benz M Class 2015 Blue,"Lagos, Agege",AB IDUNNU AUTOS,Mercedes-Benz,M Class,,"₦ 28,500,000",2015,https://jiji.ng/agege/cars/mercedes-benz-m-class-2015-blue-w9e6Ec4JExRA93J2S92w9NkO.html?page=12&pos=16&cur_pos=16&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=266
Mercedes-Benz M Class 2014 Brown,"Lagos, Apapa",Entony Autos,Mercedes-Benz,M Class,,"₦ 32,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-brown-85nNei2mUUStLe497qaI8VaG.html?page=12&pos=17&cur_pos=17&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=267
Mercedes-Benz GLA 250 2016 White,"Lagos, Apapa",Smart Motors Limited,Mercedes-Benz,GLA 250,White,"₦ 28,000,000",2016,https://jiji.ng/apapa/cars/mercedes-benz-gla-250-2016-white-uwWQfoaBXraMh4ymb7I8U9TU.html?page=12&pos=18&cur_pos=18&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=268
Mercedes-Benz GLK-Class 350 4MATIC 2013 Gray,"Lagos, Apapa",Chukwu Ebuka Motors,Mercedes-Benz,GLK-Class,,"₦ 22,500,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2013-gray-woPPqdJg9FhyWRdmJwoac2u7.html?page=12&pos=19&cur_pos=19&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=269
Mercedes-Benz GLK-Class 350 2012 Green,"Lagos, Amuwo-Odofin",God is good autos ltd,Mercedes-Benz,GLK-Class,,"₦ 16,500,000",2012,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-2012-green-eXASHmubzoKDx1NDHs80rsvn.html?page=12&pos=20&cur_pos=20&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=270
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,"Lagos, Isolo",Lily Autos,Mercedes-Benz,M Class,,"₦ 26,500,000",2013,https://jiji.ng/isolo/cars/mercedes-benz-m-class-ml-350-4matic-2013-gray-m8XKTBwipV95sIdJqzcpVlyy.html?page=12&pos=21&cur_pos=21&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=271
Mercedes-Benz GLE-Class GLE 320 4MATIC 2016 White,"Lagos, Magodo",Lukman Tajudeen,Mercedes-Benz,GLE-Class,,"₦ 40,000,000",2016,https://jiji.ng/magodo/cars/mercedes-benz-gle-class-gle-320-4matic-2016-white-ujRkRaF1vbWZ2tRCXMH2VxTK.html?page=13&pos=1&cur_pos=1&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=272
Mercedes-Benz GLA 250 2015 Purple,"Lagos, Apapa",GRANT AUTO GROUP,Mercedes-Benz,GLA 250,Purple,"₦ 27,000,000",2015,https://jiji.ng/apapa/cars/mercedes-benz-gla-250-2015-purple-B0uozDFE9zrDghCUkAA4ZEWC.html?page=13&pos=2&cur_pos=2&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=273
Mercedes-Benz GLE-Class 2016 Red,"Lagos, Amuwo-Odofin",Moving Train Automobiles Ltd,Mercedes-Benz,GLE-Class,Red,"₦ 60,000,000",2016,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-2016-red-pzSVmsF4byef6erY4UnmaEIe.html?page=13&pos=3&cur_pos=3&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=274
Mercedes-Benz GLC-Class 2016 White,"Lagos, Lekki",Sunsem Auto,Mercedes-Benz,GLC-Class,,"₦ 33,500,000",2016,https://jiji.ng/lekki/cars/mercedes-benz-glc-class-2016-white-hI1QA3IEdFzj3O9nMwCYQxaV.html?page=13&pos=4&cur_pos=4&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=275
Mercedes-Benz GLE-Class GLE 350 2017 Black,"Lagos, Lekki",Dc Luxurious Cars,Mercedes-Benz,GLE-Class,Black,"₦ 42,300,000",2017,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-gle-350-2017-black-tRRoANvNpLHkaONeqXOIoB66.html?page=13&pos=5&cur_pos=5&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=276
Mercedes-Benz GLE43 2018 White,"Lagos, Yaba",Aladdin_Alads auto sales,Mercedes-Benz,GLE43,White,"₦ 83,000,000",2018,https://jiji.ng/yaba/cars/mercedes-benz-gle43-2018-white-w6TTFsMqt471wxsOpm5J6zx.html?page=13&pos=6&cur_pos=6&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=277
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 White,"Lagos, Isolo",Andre Autoz,Mercedes-Benz,GLE-Class,,"₦ 45,500,000",2017,https://jiji.ng/isolo/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-white-pUZPclrx6whw9Lm9OtnNgems.html?page=13&pos=7&cur_pos=7&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=278
Mercedes-Benz GLK-Class 350 4MATIC 2010 Gray,"Lagos, Apapa",Luchy Cars,Mercedes-Benz,GLK-Class,,"₦ 17,000,000",2010,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2010-gray-zMAmxdTDZb3Vo0UeaLiUlNeU.html?page=13&pos=8&cur_pos=8&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=279
Mercedes-Benz M Class ML 350 4Matic 2013 Green,"Lagos, Amuwo-Odofin",Tony Autos,Mercedes-Benz,M Class,,"₦ 28,500,000",2013,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-ml-350-4matic-2013-green-C7C5rWMlMIN0SbnKRw8ANV2V.html?page=13&pos=9&cur_pos=9&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=280
Mercedes-Benz GLK-Class 350 4MATIC 2011 Silver,"Lagos, Apapa",The_Apostles_Autos,Mercedes-Benz,GLK-Class,,"₦ 17,500,000",2011,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2011-silver-wugDV9mZkVuZzyI0NWhHtVe1.html?page=13&pos=10&cur_pos=10&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=281
Mercedes-Benz GLK-Class 350 4MATIC 2012 Black,"Lagos, Apapa",GRANT AUTO GROUP,Mercedes-Benz,GLK-Class,,"₦ 18,000,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2012-black-cj7yqmOrvCwjU4irrSFGYWgX.html?page=13&pos=11&cur_pos=11&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=282
Mercedes-Benz GLC-Class 2018 Black,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLC-Class,Black,"₦ 45,000,000",2018,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glc-class-2018-black-9ZUnYAWp9PbSCFpBABqBCa1z.html?page=13&pos=12&cur_pos=12&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=283
Mercedes-Benz GLK-Class 350 2010 Black,"Lagos, Apapa",Glorious Autos,Mercedes-Benz,GLK-Class,,"₦ 20,000,000",2010,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-2010-black-BF7aCXelKXJai9lgFCbKAWjo.html?page=13&pos=13&cur_pos=13&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=284
Mercedes-Benz GLK-Class 350 4MATIC 2014 Red,"Lagos, Apapa",Smartdrive Autos1,Mercedes-Benz,GLK-Class,,"₦ 22,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2014-red-xyxULBJTFXSgFBxwztKl6URk.html?page=13&pos=14&cur_pos=14&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=285
Mercedes-Benz M Class 2014 Brown,"Lagos, Apapa",CODED CARS,Mercedes-Benz,M Class,,"₦ 32,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-brown-6wZ4BLQW9R0V4FHuJxrj4c5d.html?page=13&pos=15&cur_pos=15&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=286
Mercedes-Benz GLK-Class 350 2011 Gray,"Lagos, Apapa",God is good autos ltd,Mercedes-Benz,GLK-Class,,"₦ 17,500,000",2011,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-2011-gray-X0tb7NWVO5h7EvIpA3U3701.html?page=13&pos=16&cur_pos=16&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=287
Mercedes-Benz M Class ML 350 4Matic 2013 Silver,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,M Class,,"₦ 26,000,000",2013,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-ml-350-4matic-2013-silver-3PUtk1RSxYVI5Q6TzrjNVGXv.html?page=13&pos=17&cur_pos=17&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=288
Mercedes-Benz GLC-Class 2016 Gray,"Lagos, Apapa",Skills Auto,Mercedes-Benz,GLC-Class,,"₦ 45,500,000",2016,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2016-gray-pCqbPMat4ZNQ834hpmmYx8Xe.html?page=13&pos=18&cur_pos=18&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=289
Mercedes-Benz M Class ML 350 4Matic 2012 Silver,"Lagos, Apapa",Kelechi Automobile Nig. Ltd.,Mercedes-Benz,M Class,,"₦ 26,000,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2012-silver-bvariENr3Vs2mIzpZrETxnb4.html?page=13&pos=19&cur_pos=19&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=290
Mercedes-Benz M Class ML 350 4Matic 2013 Black,"Lagos, Amuwo-Odofin",Kelechi Automobile Nig. Ltd.,Mercedes-Benz,M Class,,"₦ 29,000,000",2013,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-ml-350-4matic-2013-black-i2LgMaBSNuRkcGIB7dHmsqdO.html?page=13&pos=20&cur_pos=20&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=291
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2017 Blue,"Lagos, Apapa",LINER LUXURY,Mercedes-Benz,GLE-Class,,"₦ 47,000,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-gle-class-gle-350d-4matic-2017-blue-wVPHnEJ0RGfcYLkiIE3d3hmW.html?page=13&pos=21&cur_pos=21&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=292
Mercedes-Benz GLK-Class 350 2010 Gray,"Ondo, Akure",BJOHNSON,Mercedes-Benz,GLK-Class,,"₦ 11,750,000",2010,https://jiji.ng/akure-south/cars/mercedes-benz-glk-class-350-2010-gray-s5QgayBqlcOt2l488Lz9Ji0.html?page=14&pos=1&cur_pos=1&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=293
Mercedes-Benz GLE53 2021 White,"Lagos, Ikeja",Lyncon Autos,Mercedes-Benz,GLE53,White,"₦ 185,000,000",2021,https://jiji.ng/ikeja/cars/mercedes-benz-gle53-2021-white-ny2bz950WZtZYLfGbqEHujI4.html?page=14&pos=2&cur_pos=2&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=294
Mercedes-Benz GLE-Class 2016 Blue,"Lagos, Amuwo-Odofin",Moving Train Automobiles Ltd,Mercedes-Benz,GLE-Class,Blue,"₦ 45,000,000",2016,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-2016-blue-hLO0vs1ENtHdGpViTSsZ5FV4.html?page=14&pos=3&cur_pos=3&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=295
Mercedes-Benz GLE-Class GLE 350 2017 White,"Lagos, Lekki",Nu Age Autos,Mercedes-Benz,GLE-Class,White,"₦ 44,500,000",2017,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-gle-350-2017-white-7nXXyhyJVgoKgmgm5lra40AI.html?page=14&pos=4&cur_pos=4&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=296
Mercedes-Benz GLC-Class 2017 Black,"Lagos, Ikeja",Chidon Global Supply Ltd,Mercedes-Benz,GLC-Class,,"₦ 38,500,000",2017,https://jiji.ng/ikeja/cars/mercedes-benz-glc-class-2017-black-xDmRSAn3cDoyOgT5fOotSVoM.html?page=14&pos=5&cur_pos=5&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=297
Mercedes-Benz C250 2013 Silver,"Lagos, Magodo",TCars,Mercedes-Benz,C250,Silver,"₦ 14,900,000",2013,https://jiji.ng/magodo/cars/mercedes-benz-c250-2013-silver-cyBNZcYzcUvcDCI7EThkCJjs.html?page=14&pos=6&cur_pos=6&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=298
Mercedes-Benz GLE-Class 2016 Red,"Lagos, Amuwo-Odofin",Moni Chu,Mercedes-Benz,GLE-Class,Red,"₦ 31,400,000",2016,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-2016-red-wolEmE0gNT3u5OOX2opTI382.html?page=14&pos=7&cur_pos=7&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=299
Mercedes-Benz GLK-Class 350 4MATIC 2011 White,"Lagos, Amuwo-Odofin",Debby&#39;s Autos,Mercedes-Benz,GLK-Class,,"₦ 18,500,000",2011,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2011-white-4WYor7xlQ5XB3LN6JErsRsZ9.html?page=14&pos=8&cur_pos=8&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=300
Mercedes-Benz M Class 2014 Black,"Lagos, Amuwo-Odofin",Victor Dike,Mercedes-Benz,M Class,,"₦ 29,000,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-black-fqwJ5tTJAJCKtxGILSQBH7o8.html?page=14&pos=9&cur_pos=9&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=301
Mercedes-Benz M Class ML 350 4Matic 2013 Gray,"Lagos, Apapa",Mikeson motors limited,Mercedes-Benz,M Class,,"₦ 28,000,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2013-gray-noqMQ8MOkw3c7oFiAD8qFLqR.html?page=14&pos=10&cur_pos=10&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=302
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",Bekins Motors,Mercedes-Benz,M Class,Black,"₦ 29,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-cZevGAb6iW6mrtEDEx6aLOT5.html?page=14&pos=11&cur_pos=11&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=303
Mercedes-Benz GLC-Class 2016 Black,"Lagos, Apapa",S-A SUPERBMAX AUTOS,Mercedes-Benz,GLC-Class,,"₦ 39,000,000",2016,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2016-black-roIJ95hUoE23YVpg4nW0OTGi.html?page=14&pos=12&cur_pos=12&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=304
Mercedes-Benz GLA 250 2016 White,"Lagos, Ikeja",COMRADE G AUTOS/ OJOINT LTD,Mercedes-Benz,GLA 250,White,"₦ 29,500,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gla-250-2016-white-yYrhjhr3KaMrRW8n46lfh2Pp.html?page=14&pos=13&cur_pos=13&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=305
Mercedes-Benz GLA 250 2016 White,"Lagos, Ojodu",Lambrono Autos,Mercedes-Benz,GLA 250,White,"₦ 27,500,000",2016,https://jiji.ng/ojodu/cars/mercedes-benz-gla-250-2016-white-bkDlKTME9o7bgYgUNOOAzUl8.html?page=14&pos=14&cur_pos=14&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=306
Mercedes-Benz GLK-Class 350 4MATIC 2012 Blue,"Lagos, Apapa",The_Apostles_Autos,Mercedes-Benz,GLK-Class,,"₦ 16,000,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2012-blue-uBBRfkAUiKlMv2uF1KNRrQFq.html?page=14&pos=15&cur_pos=15&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=307
Mercedes-Benz GLC-Class 2017 Black,"Lagos, Apapa",CHIMA MOTORS,Mercedes-Benz,GLC-Class,,"₦ 45,000,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2017-black-frHmuTpWrpM8kJgysIQbFkHo.html?page=14&pos=16&cur_pos=16&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=308
Mercedes-Benz M Class 2015 Black,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,M Class,,"₦ 31,500,000",2015,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2015-black-63nC2acw6D9avZD8Y6CoXrLt.html?page=14&pos=17&cur_pos=17&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=309
Mercedes-Benz M Class 2014 Gray,"Lagos, Apapa",Country Cars,Mercedes-Benz,M Class,,"₦ 27,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-gray-jYXMhlrIL0CdTPQnyt7Qt3pf.html?page=14&pos=18&cur_pos=18&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=310
Mercedes-Benz GLK-Class 350 4MATIC 2011 Black,"Lagos, Amuwo-Odofin",Innoheskey Motors,Mercedes-Benz,GLK-Class,,"₦ 16,500,000",2011,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2011-black-u4aNgkRn6qHRxF6UcMC7VLod.html?page=14&pos=19&cur_pos=19&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=311
Mercedes-Benz M Class 2015 White,"Lagos, Amuwo-Odofin",Mbah Iyke,Mercedes-Benz,M Class,,"₦ 36,000,000",2015,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2015-white-B40mNCHXFZ8aJbZ7lQdJ0DrR.html?page=14&pos=20&cur_pos=20&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=312
Mercedes-Benz GLA 250 2016 White,"Lagos, Apapa",cush autos,Mercedes-Benz,GLA 250,White,"₦ 28,000,000",2016,https://jiji.ng/apapa/cars/mercedes-benz-gla-250-2016-white-hwowB4lVAGos0XT5KNODHHyg.html?page=14&pos=21&cur_pos=21&ads_per_page=21&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=313
Mercedes-Benz E43 AMG 3.0 AWD 2017 Silver,"Lagos, Surulere",Charis De Great Autos Limited,Mercedes-Benz,E43 AMG,Silver,"₦ 65,500,000",2017,https://jiji.ng/surulere/cars/mercedes-benz-e43-amg-3-0-awd-2017-silver-7XdY1Bo7R11D1KcHx6T01myP.html?page=15&pos=1&cur_pos=1&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=314
Mercedes-Benz C300 2013 Silver,"Lagos, Lekki",ONOCHIE EGWUATU,Mercedes-Benz,C300,,"₦ 16,800,000",2013,https://jiji.ng/lekki/cars/mercedes-benz-c300-2013-silver-xwm5HlVdMeOhSyjZNpl6DHup.html?page=15&pos=2&cur_pos=2&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=315
Mercedes-Benz GLA 250 2016 Gray,"Lagos, Ikeja",Sopido Autos,Mercedes-Benz,GLA 250,Gray,"₦ 26,850,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gla-250-2016-gray-8ap3lCfmwIyGJynXMP7yhxv0.html?page=15&pos=3&cur_pos=3&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=316
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2016 Blue,"Lagos, Lekki",Nu Age Autos,Mercedes-Benz,GLE-Class,,"₦ 39,000,000",2016,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-gle-350d-4matic-2016-blue-rbfV5hGBRj5QjWRL6KnCGbOn.html?page=15&pos=4&cur_pos=4&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=317
Mercedes-Benz C250 2012 Red,"Lagos, Magodo",Empathon Autos,Mercedes-Benz,C250,Red,"₦ 12,800,000",2012,https://jiji.ng/magodo/cars/mercedes-benz-c250-2012-red-ra4cBHhpbx9CAJSSKnUHCGBN.html?page=15&pos=5&cur_pos=5&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=318
Mercedes-Benz M Class ML 350 4Matic 2012 Black,"Lagos, Ajah",Esther Sunday,Mercedes-Benz,M Class,,"₦ 26,000,000",2012,https://jiji.ng/ajah/cars/mercedes-benz-m-class-ml-350-4matic-2012-black-1zi5ud4XzPz8RQNl7YHRdgXF.html?page=15&pos=6&cur_pos=6&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=319
Mercedes-Benz M Class 2014 Blue,"Lagos, Amuwo-Odofin",TWINS MOTORS,Mercedes-Benz,M Class,,"₦ 28,550,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-blue-d6qlF3fiyAwhjP7pKF6pbx9o.html?page=15&pos=7&cur_pos=7&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=320
Mercedes-Benz GLK-Class 350 4MATIC 2014 Red,"Lagos, Apapa",Luchy Cars,Mercedes-Benz,GLK-Class,,"₦ 25,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2014-red-uxeKl5lwoF8FynFhgSL7wI5J.html?page=15&pos=8&cur_pos=8&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=321
Mercedes-Benz GLC-Class 2016 Black,"Lagos, Apapa",TOSHIBA MOTORS,Mercedes-Benz,GLC-Class,,"₦ 39,500,000",2016,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2016-black-rXbcASJPjyqCJZdbQFGCnbNP.html?page=15&pos=9&cur_pos=9&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=322
Mercedes-Benz M Class 2015 White,"Lagos, Apapa",STAR GLOBAL LINK,Mercedes-Benz,M Class,White,"₦ 25,000,000",2015,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2015-white-vYoLY6caMh72tzq21bz1RnE3.html?page=15&pos=10&cur_pos=10&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=323
Mercedes-Benz M Class 2014 Burgundy,"Lagos, Amuwo-Odofin",Road Master,Mercedes-Benz,M Class,Burgundy,"₦ 27,500,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-burgundy-iL9xkbOX0ooyPIDlcbtqdZT3.html?page=15&pos=11&cur_pos=11&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=324
Mercedes-Benz GLK-Class 350 4MATIC 2012 Green,"Lagos, Apapa",LINER LUXURY,Mercedes-Benz,GLK-Class,,"₦ 17,500,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2012-green-uKZoz3nE17yyO9TeOUwSK5Xt.html?page=15&pos=12&cur_pos=12&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=325
Mercedes-Benz M Class 2011 Black,"Lagos, Amuwo-Odofin",Debby&#39;s Autos,Mercedes-Benz,M Class,Black,"₦ 13,200,000",2011,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2011-black-eTRKH1ioMRCGeSBsM8JF0ge7.html?page=15&pos=13&cur_pos=13&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=326
Mercedes-Benz M Class 2015 White,"Lagos, Amuwo-Odofin",TonyKajard,Mercedes-Benz,M Class,,"₦ 29,500,000",2015,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2015-white-fwwLI3jdnTvoL0GEV06b1B4G.html?page=15&pos=14&cur_pos=14&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=327
Mercedes-Benz M Class 2014 White,"Lagos, Apapa",TOSHIBA MOTORS,Mercedes-Benz,M Class,,"₦ 28,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-white-yxJJKEtSYP5u3Uz5CCtnU9Lw.html?page=15&pos=15&cur_pos=15&ads_per_page=20&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=328
