Car Name,Location,Company Name,Make,Model,Color,Price,Manufacture Year,Link
Mercedes-Benz M Class ML 350 4Matic 2013 Blue,"Lagos, Apapa",ROYAL NAMEK INC.,Mercedes-Benz,M Class,,"₦ 29,000,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2013-blue-r86fnn6sozbbPRA0UMkkhD6f.html?page=6&pos=15&cur_pos=15&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=128
Mercedes-Benz GLK-Class 350 4MATIC 2013 Black,"Lagos, Apapa",The_Apostles_Autos,Mercedes-Benz,GLK-Class,,"₦ 25,800,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2013-black-acxeFYtLkmDG85EeWPz8fNOv.html?page=6&pos=16&cur_pos=16&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=129
Mercedes-Benz GLC-Class 2017 White,"Lagos, Apapa",The_Apostles_Autos,Mercedes-Benz,GLC-Class,,"₦ 38,500,000",2017,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2017-white-yCz4f3VhfypsXcdHVIPrtzdh.html?page=6&pos=17&cur_pos=17&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=130
Mercedes-Benz GLC-Class 2016 Blue,"Lagos, Ikeja",Kaffo motors,Mercedes-Benz,GLC-Class,Blue,"₦ 39,200,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-glc-class-2016-blue-nsZcbGht8NCD6QZpOsIhCgA2.html?page=6&pos=18&cur_pos=18&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=131
Mercedes-Benz GLK-Class 350 4MATIC 2014 White,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLK-Class,,"₦ 24,500,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2014-white-yBiSbpNZadqow87dBqxzzNtg.html?page=6&pos=19&cur_pos=19&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=132
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",GOZIE CARS,Mercedes-Benz,M Class,,"₦ 26,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-mrrFYZ3PSV4hYCrZeYNSbrYO.html?page=6&pos=20&cur_pos=20&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=133
Mercedes-Benz GLK-Class 350 4MATIC 2013 Silver,"Lagos, Apapa",Innoheskey Motors,Mercedes-Benz,GLK-Class,,"₦ 25,000,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2013-silver-u4rIjpifjhbnXIjSg22QCWei.html?page=6&pos=21&cur_pos=21&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=134
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",TOSHIBA MOTORS,Mercedes-Benz,M Class,,"₦ 28,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-dG5Gbv9UCHswPRggICb4S9yZ.html?page=6&pos=22&cur_pos=22&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=135
Mercedes-Benz GLK-Class 350 4MATIC 2010 Gray,"Lagos, Apapa",JayJay autos,Mercedes-Benz,GLK-Class,,"₦ 17,300,000",2010,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2010-gray-ucmDH6ZEi2484dCmzmQN4ytH.html?page=6&pos=23&cur_pos=23&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=136
Mercedes-Benz CLA-Class CLA 250 4MATIC Sedan 2016 Gray,"Lagos, Egbe/Idimu",Olorunwa Autos,Mercedes-Benz,CLA-Class,,"₦ 25,000,000",2016,https://jiji.ng/egbe-idimu/cars/mercedes-benz-cla-class-cla-250-4matic-sedan-2016-gray-4aKfsuJJUww1xDhN5DNQrkka.html?page=7&pos=1&cur_pos=1&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=137
Mercedes-Benz CLA-Class CLA 250 Sedan 2014 Silver,"Lagos, Egbe/Idimu",Olorunwa Autos,Mercedes-Benz,CLA-Class,,"₦ 22,000,000",2014,https://jiji.ng/egbe-idimu/cars/mercedes-benz-cla-class-cla-250-sedan-2014-silver-hZYGLUzHDnXtPnrdAKlzKwNY.html?page=7&pos=2&cur_pos=2&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=138
Mercedes-Benz GLK-Class 2009 Gray,"Lagos, Egbe/Idimu",Olorunwa Autos,Mercedes-Benz,GLK-Class,Gray,"₦ 18,000,000",2009,https://jiji.ng/egbe-idimu/cars/mercedes-benz-glk-class-2009-gray-anPK3eVraL04cErfYiC7VGrX.html?page=7&pos=3&cur_pos=3&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=139
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 Blue,"Lagos, Ikeja",uche,Mercedes-Benz,GLE-Class,,"₦ 55,500,000",2017,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-amg-gle-43-4matic-2017-blue-62CceXBmFLHe0BwSaga7zeOY.html?page=7&pos=4&cur_pos=4&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=140
Mercedes-Benz GLS-Class GLS450 4MATIC 2018 Black,"Lagos, Ikeja",Batem Autos Limited,Mercedes-Benz,GLS-Class,,"₦ 57,600,000",2018,https://jiji.ng/ikeja/cars/mercedes-benz-gls-class-gls450-4matic-2018-black-ieSaFAUoJamF8q7wf5KUfKqZ.html?page=7&pos=5&cur_pos=5&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=141
Mercedes-Benz GLE-Class 2017 White,"Lagos, Amuwo-Odofin",Angel&#39;s Face Autos,Mercedes-Benz,GLE-Class,White,"₦ 36,000,000",2017,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gle-class-2017-white-moEcpbCJAGeSnKM3Z7NOUwdp.html?page=7&pos=6&cur_pos=6&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=142
Mercedes-Benz M Class 2013 White,"Lagos, Ojodu",Ricky autos,Mercedes-Benz,M Class,White,"₦ 27,000,000",2013,https://jiji.ng/ojodu/cars/mercedes-benz-m-class-2013-white-9RJKP9osi4ZEKWzD0YvXGAKz.html?page=7&pos=7&cur_pos=7&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=143
Mercedes-Benz GLK-Class 2013 Red,"Lagos, Surulere",Zod Autos,Mercedes-Benz,GLK-Class,Red,"₦ 21,000,000",2013,https://jiji.ng/surulere/cars/mercedes-benz-glk-class-2013-red-bpdHNnizCI5kF60JBLrS7fcX.html?page=7&pos=8&cur_pos=8&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=144
Mercedes-Benz GLK-Class 2009 Black,"Lagos, Ajah",Afolabi Abefe,Mercedes-Benz,GLK-Class,Black,"₦ 16,800,000",2009,https://jiji.ng/ajah/cars/mercedes-benz-glk-class-2009-black-8dgOc23CigV893WEg92QyMXX.html?page=7&pos=9&cur_pos=9&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=145
Mercedes-Benz M Class 2014 Black,"Lagos, Amuwo-Odofin",Allen Cars.,Mercedes-Benz,M Class,,"₦ 29,500,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-black-2JRLisbWCqLxOmGkmSjsGqd0.html?page=7&pos=10&cur_pos=10&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=146
Mercedes-Benz C300 2017 Silver,"Lagos, Lekki",Bizzle-Cars,Mercedes-Benz,C300,,"₦ 35,500,000",2017,https://jiji.ng/lekki/cars/mercedes-benz-c300-2017-silver-zrGZus14ZpkTR750ekvFIois.html?page=7&pos=11&cur_pos=11&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=147
Mercedes-Benz M Class ML 350 4Matic 2013 Black,"Lagos, Apapa",cush autos,Mercedes-Benz,M Class,,"₦ 25,000,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2013-black-8CNrh5GO4hDczVFZJ6eBaowN.html?page=7&pos=12&cur_pos=12&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=148
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",Lucky Autos,Mercedes-Benz,M Class,,"₦ 27,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-zYK3d3GDruQtJG7pMOZRupqc.html?page=7&pos=13&cur_pos=13&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=149
Mercedes-Benz M Class 2014 Gray,"Lagos, Apapa",TOSHIBA MOTORS,Mercedes-Benz,M Class,,"₦ 29,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-gray-iG5k0H6mDQHr9BKqP7Z0d4hM.html?page=7&pos=14&cur_pos=14&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=150
Mercedes-Benz M Class 2015 Black,"Lagos, Apapa",De Major automobile,Mercedes-Benz,M Class,,"₦ 27,000,000",2015,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2015-black-2ImJre3RQFDa6liexUevfBwJ.html?page=7&pos=15&cur_pos=15&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=151
Mercedes-Benz GLK-Class 350 4MATIC 2011 Gray,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLK-Class,,"₦ 16,500,000",2011,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2011-gray-qfYw4cUtdvgL4iTQrzcDcdPi.html?page=7&pos=16&cur_pos=16&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=152
Mercedes-Benz GLC-Class 2018 Black,"Lagos, Apapa",The_Apostles_Autos,Mercedes-Benz,GLC-Class,Black,"₦ 44,500,000",2018,https://jiji.ng/apapa/cars/mercedes-benz-glc-class-2018-black-hEdEeaWokvaQx31mwBwji0IW.html?page=7&pos=17&cur_pos=17&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=153
Mercedes-Benz GLA 250 2016 White,"Lagos, Amuwo-Odofin",August 28th services ltd,Mercedes-Benz,GLA 250,White,"₦ 26,000,000",2016,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-gla-250-2016-white-xE3hHpsXU9dovHEcFaPrAUGF.html?page=7&pos=18&cur_pos=18&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=154
Mercedes-Benz GLE-Class GLE 350 2018 Black,"Lagos, Apapa",O'shea Autolinks,Mercedes-Benz,GLE-Class,Black,"₦ 48,000,000",2018,https://jiji.ng/apapa/cars/mercedes-benz-gle-class-gle-350-2018-black-k9izhwhzf5LhrNQFsBIpX54l.html?page=7&pos=19&cur_pos=19&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=155
Mercedes-Benz M Class 2015 Black,"Lagos, Ojo",Ogbonlaiyegba Autos,Mercedes-Benz,M Class,,"₦ 25,000,000",2015,https://jiji.ng/ojo/cars/mercedes-benz-m-class-2015-black-8DOJne0tHlCB8M3acV3R1E54.html?page=7&pos=20&cur_pos=20&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=156
Mercedes-Benz M Class 2014 Black,"Lagos, Apapa",cush autos,Mercedes-Benz,M Class,Black,"₦ 34,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-black-8PICWncJLGaOaE699aijfLnx.html?page=7&pos=21&cur_pos=21&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=157
Mercedes-Benz GLC-Class 2018 Black,"Lagos, Amuwo-Odofin",Kelechi Automobile Nig. Ltd.,Mercedes-Benz,GLC-Class,Black,"₦ 49,000,000",2018,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glc-class-2018-black-fthXi48sctvGwQHgGsen13kO.html?page=7&pos=22&cur_pos=22&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=158
Mercedes-Benz M Class ML 350 4Matic 2013 Black,"Lagos, Yaba",STANLEY,Mercedes-Benz,M Class,,"₦ 26,000,000",2013,https://jiji.ng/yaba/cars/mercedes-benz-m-class-ml-350-4matic-2013-black-oO8tWd6v67IxidwkIGuDYDcQ.html?page=7&pos=23&cur_pos=23&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=159
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2017 White,"Lagos, Lekki",Frank Exotic Autos,Mercedes-Benz,GLE-Class,,"₦ 77,200,000",2017,https://jiji.ng/lekki/cars/mercedes-benz-gle-class-amg-gle-43-4matic-2017-white-kFNhcjFuwgKpUbQfrWn4uE15.html?page=8&pos=1&cur_pos=1&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=160
Mercedes-Benz GLK-Class 350 4MATIC 2012 Black,"Lagos, Egbe/Idimu",Olorunwa Autos,Mercedes-Benz,GLK-Class,,"₦ 20,000,000",2012,https://jiji.ng/egbe-idimu/cars/mercedes-benz-glk-class-350-4matic-2012-black-p7OUOV0toHM3y400YxjiYF5Z.html?page=8&pos=2&cur_pos=2&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=161
Mercedes-Benz GLK-Class 350 4MATIC 2011 White,"Lagos, Egbe/Idimu",Olorunwa Autos,Mercedes-Benz,GLK-Class,,"₦ 18,500,000",2011,https://jiji.ng/egbe-idimu/cars/mercedes-benz-glk-class-350-4matic-2011-white-dxgRYbmJUXxB006QuNgt0NTe.html?page=8&pos=3&cur_pos=3&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=162
Mercedes-Benz GLE-Class 2016 Black,"Lagos, Ikeja",Laright Motorz,Mercedes-Benz,GLE-Class,Black,"₦ 37,000,000",2016,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-2016-black-ixAssghUaidAISLYePTUBVJ6.html?page=8&pos=4&cur_pos=4&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=163
Mercedes-Benz C300 2010 Red,"Lagos, Amuwo-Odofin",CFA MOTORS,Mercedes-Benz,C300,,"₦ 14,500,000",2010,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-c300-2010-red-q8dalS1rtrNYHbfbJPvDv1Bw.html?page=8&pos=5&cur_pos=5&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=164
Mercedes-Benz M Class ML 350 4Matic 2013 Black,"Lagos, Ajah",prettybabe Auto,Mercedes-Benz,M Class,,"₦ 31,000,000",2013,https://jiji.ng/ajah/cars/mercedes-benz-m-class-ml-350-4matic-2013-black-qeIHy8aIpLMDyo3Ojj3skIEa.html?page=8&pos=6&cur_pos=6&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=165
Mercedes-Benz M Class 2014 White,"Lagos, Ajah",It&#39;Z Matthew,Mercedes-Benz,M Class,,"₦ 28,000,000",2014,https://jiji.ng/ajah/cars/mercedes-benz-m-class-2014-white-8WwEmPVKg0go6Owhp1ZlXNkO.html?page=8&pos=7&cur_pos=7&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=166
Mercedes-Benz GLK-Class 2014 White,"Ondo, Akure",LUCKY ATATA MOTORS LTD.,Mercedes-Benz,GLK-Class,White,"₦ 26,000,000",2014,https://jiji.ng/akure-south/cars/mercedes-benz-glk-class-2014-white-cxOkhMyaYtue8ivpWLlBE9O3.html?page=8&pos=8&cur_pos=8&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=167
Mercedes-Benz M Class 2014 Gray,"Lagos, Yaba",Esther Sunday,Mercedes-Benz,M Class,Gray,"₦ 14,000,000",2014,https://jiji.ng/yaba/cars/mercedes-benz-m-class-2014-gray-cQZ2qKRZEsI928BaG2KNG3gx.html?page=8&pos=9&cur_pos=9&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=168
Mercedes-Benz M Class 2013 Gray,"Lagos, Apapa",Smarty autos limited,Mercedes-Benz,M Class,Gray,"₦ 27,500,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2013-gray-ueNgsgwjFVLMkpKMO9pYh9M.html?page=8&pos=10&cur_pos=10&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=169
Mercedes-Benz GLK-Class 350 4MATIC 2013 White,"Lagos, Ojodu",Bolson global link venture,Mercedes-Benz,GLK-Class,,"₦ 25,000,000",2013,https://jiji.ng/ojodu/cars/mercedes-benz-glk-class-350-4matic-2013-white-w2DbbVsLO6PkHqfqLv7Hhgkx.html?page=8&pos=11&cur_pos=11&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=170
Mercedes-Benz M Class ML 350 4Matic 2010 Black,"Lagos, Apapa",JayMax Automobiles Limited,Mercedes-Benz,M Class,,"₦ 12,000,000",2010,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2010-black-yusvtxQP4zXQtBEdNxnIU3MF.html?page=8&pos=12&cur_pos=12&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=171
Mercedes-Benz M Class 2015 Black,"Lagos, Amuwo-Odofin",KENNY J GLOBAL CASHOUT,Mercedes-Benz,M Class,Black,"₦ 28,800,000",2015,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2015-black-5a39NBC4MMTZ3kjobkyh1j85.html?page=8&pos=13&cur_pos=13&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=172
Mercedes-Benz GLK-Class 350 4MATIC 2012 Gray,"Lagos, Amuwo-Odofin",williansmoses autos,Mercedes-Benz,GLK-Class,,"₦ 18,500,000",2012,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-glk-class-350-4matic-2012-gray-wfNNPvICZBpq4hpA6PXSTU5d.html?page=8&pos=14&cur_pos=14&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=173
Mercedes-Benz GLK-Class 350 4MATIC 2013 Black,"Lagos, Apapa",JayJay autos,Mercedes-Benz,GLK-Class,,"₦ 23,000,000",2013,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2013-black-rWNSnZ4YTlShx1tATQwv8V97.html?page=8&pos=15&cur_pos=15&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=174
Mercedes-Benz GLK-Class 350 4MATIC 2010 Blue,"Lagos, Apapa",Innoheskey Motors,Mercedes-Benz,GLK-Class,,"₦ 16,000,000",2010,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2010-blue-oGaKeVZam1UiTomyPsCrJMwa.html?page=8&pos=16&cur_pos=16&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=175
Mercedes-Benz M Class 2015 White,"Lagos, Amuwo-Odofin",Peak Autos SYNERGY,Mercedes-Benz,M Class,,"₦ 28,000,000",2015,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2015-white-fObrw2dEgZPf2xIjvbv4jGWR.html?page=8&pos=17&cur_pos=17&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=176
Mercedes-Benz GLK-Class 350 4MATIC 2014 White,"Lagos, Apapa",Nebos Link Motors Limited,Mercedes-Benz,GLK-Class,,"₦ 26,500,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2014-white-wXrDTUGSwmr0lXDh7vlmuuaP.html?page=8&pos=18&cur_pos=18&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=177
Mercedes-Benz GLK-Class 350 4MATIC 2014 White,"Lagos, Apapa",Skills Auto,Mercedes-Benz,GLK-Class,,"₦ 25,000,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-350-4matic-2014-white-uLJmOWIDT3H4AgihOER0JkWV.html?page=8&pos=19&cur_pos=19&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=178
Mercedes-Benz M Class 2014 Gray,"Lagos, Amuwo-Odofin",Igwemac Autos,Mercedes-Benz,M Class,,"₦ 29,800,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-gray-k3jbzndDKyMNj9sTiW5Tc6KD.html?page=8&pos=20&cur_pos=20&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=179
Mercedes-Benz M Class 2015 White,"Lagos, Apapa",Chukwu Ebuka Motors,Mercedes-Benz,M Class,,"₦ 27,500,000",2015,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2015-white-hSedPnRAMLG6Cl2PcotGnoF0.html?page=8&pos=21&cur_pos=21&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=180
Mercedes-Benz M Class 2014 Black,"Lagos, Amuwo-Odofin",DC AUTOS,Mercedes-Benz,M Class,,"₦ 30,000,000",2014,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2014-black-hEECrE0TYVJEBEZN5yoz2Dvq.html?page=8&pos=22&cur_pos=22&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=181
Mercedes-Benz GLK-Class 2014 White,"Lagos, Apapa",S-A SUPERBMAX AUTOS,Mercedes-Benz,GLK-Class,White,"₦ 25,900,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-glk-class-2014-white-rv2NQWA085L5jGFalGc9JcND.html?page=8&pos=23&cur_pos=23&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=182
Mercedes-Benz M Class ML 350 2005 Black,"Lagos, Egbe/Idimu",Olorunwa Autos,Mercedes-Benz,M Class,,"₦ 10,000,000",2005,https://jiji.ng/egbe-idimu/cars/mercedes-benz-m-class-ml-350-2005-black-bi8GecJkddVobosJaSSP2GuE.html?page=9&pos=1&cur_pos=1&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=183
Mercedes-Benz C300 2018 Red,"Lagos, Ikeja",Olaniyi Oluk,Mercedes-Benz,C300,Red,"₦ 44,000,000",2018,https://jiji.ng/ikeja/cars/mercedes-benz-c300-2018-red-4beDnzxSk7zeCY8g94WGGnJz.html?page=9&pos=2&cur_pos=2&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=184
Mercedes-Benz E300 2017 White,"Lagos, Ikeja",Olaniyi Oluk,Mercedes-Benz,E300,White,"₦ 24,800,000",2017,https://jiji.ng/ikeja/cars/mercedes-benz-e300-2017-white-muSid3YjEzCKO8c6quvXpimx.html?page=9&pos=3&cur_pos=3&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=185
Mercedes-Benz GLE-Class GLE 350d 4MATIC 2018 Black,"Lagos, Ikeja",Laright Motorz,Mercedes-Benz,GLE-Class,,"₦ 41,000,000",2018,https://jiji.ng/ikeja/cars/mercedes-benz-gle-class-gle-350d-4matic-2018-black-84HW5dZhpKf9DTXyW8YjXCnH.html?page=9&pos=4&cur_pos=4&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=186
Mercedes-Benz GLE-Class AMG GLE 43 4MATIC 2016 Black,"Abuja, Gwarinpa",Bassanta Autos,Mercedes-Benz,GLE-Class,,"₦ 78,000,000",2016,https://jiji.ng/gwarinpa/cars/mercedes-benz-gle-class-amg-gle-43-4matic-2016-black-eQII5id0UD4i0MmdF3zx1Jjl.html?page=9&pos=5&cur_pos=5&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=187
Mercedes-Benz M Class 2015 Silver,"Lagos, Ajah",Oshikomaya Ibrahim,Mercedes-Benz,M Class,,"₦ 31,500,000",2015,https://jiji.ng/ajah/cars/mercedes-benz-m-class-2015-silver-wgQttlJuG1XEo7GiGzQENio8.html?page=9&pos=6&cur_pos=6&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=188
Mercedes-Benz GLC-Class 2017 Red,"Lagos, Ikeja",Sopido Autos,Mercedes-Benz,GLC-Class,Red,"₦ 34,800,000",2017,https://jiji.ng/ikeja/cars/mercedes-benz-glc-class-2017-red-jHVriIoHrY6naCOcGTgVBinq.html?page=9&pos=7&cur_pos=7&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=189
Mercedes-Benz M Class 2011 Black,"Lagos, Amuwo-Odofin",KUTUNGA CARS MADU.,Mercedes-Benz,M Class,Black,"₦ 13,500,000",2011,https://jiji.ng/amuwo-odofin/cars/mercedes-benz-m-class-2011-black-lhz9ebFhDLSdCQRLdhBBXzsp.html?page=9&pos=8&cur_pos=8&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=190
Mercedes-Benz M Class ML 550 4Matic 2013 Gray,"Lagos, Ikeja",Precious wheels Limited,Mercedes-Benz,M Class,,"₦ 24,500,000",2013,https://jiji.ng/ikeja/cars/mercedes-benz-m-class-ml-550-4matic-2013-gray-z0n8yq9xiBBiKuBg8WlJqjRM.html?page=9&pos=9&cur_pos=9&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=191
Mercedes-Benz M Class 2014 Gray,"Lagos, Apapa",BEN Autos,Mercedes-Benz,M Class,,"₦ 26,750,000",2014,https://jiji.ng/apapa/cars/mercedes-benz-m-class-2014-gray-1wPNLsW1Nfp0gcugELPOUZBi.html?page=9&pos=10&cur_pos=10&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=192
Mercedes-Benz M Class ML 350 4Matic 2012 Black,"Lagos, Apapa",The_Apostles_Autos,Mercedes-Benz,M Class,,"₦ 25,900,000",2012,https://jiji.ng/apapa/cars/mercedes-benz-m-class-ml-350-4matic-2012-black-cpvJBceeyE9NXhmkz4tyiewy.html?page=9&pos=11&cur_pos=11&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=193
Mercedes-Benz GLC-Class 2017 White,"Lagos, Surulere",Charis De Great Autos Limited,Mercedes-Benz,GLC-Class,,"₦ 42,500,000",2017,https://jiji.ng/surulere/cars/mercedes-benz-glc-class-2017-white-rCxfpXh3HoGN6nEQAq5FltyB.html?page=9&pos=12&cur_pos=12&ads_per_page=23&ads_count=16428&lid=8Lw87FQtEwaH3qQJ&indexPosition=194
